x,y
362487.1227,3765289.498
362694.8854,3765270.983
362579.6334,3765392.653
362153.9497,3764909.365
362649.1624,3765141.593
362716.4871,3765220.837
362315.4804,3766788.861
363435.0924,3767307.196
361535.4995,3766292.423
363074.8721,3767525.819
362259.173,3766735.152
363402.5304,3767364.141
362283.0005,3766770.438
362486.1199,3766054.126
363413.0545,3767331.671
362262.5755,3766792.363
362727.298,3766651.61
362173.2104,3766705.802
362639.1237,3766545.658
362712.4975,3766647.947
362716.7909,3766643.11
362238.3345,3766814.691
362634.1557,3766550.492
363065.0819,3767536.243
362166.5907,3766690.281
362676.646,3766528.727
362738.0027,3766640.139
362762.3235,3766594.009
362165.7579,3766716.131
362682.6155,3766523.129
362629.2112,3766554.141
362722.3165,3766637.001
363402.0415,3767341.069
362315.4651,3766735.459
362176.5435,3766682.838
362651.0932,3766556.372
362745.9947,3766631.113
362767.0894,3766589.074
361548.3801,3766280.73
362727.4876,3766631.294
363043.129,3767558.595
362307.1239,3766758.087
363418.1858,3767347.097
363247.789,3766806.75
362307.3854,3766719.522
362688.1787,3766518.834
363091.8231,3766662.888
361546.8997,3766304.122
362216.9888,3766672.787
362270.3714,3766746.487
362247.5333,3766807.37
362178.0746,3766678.161
362767.887,3766608.019
362307.713,3766743.652
363445.0153,3767282.208
361541.2278,3766287.505
362179.167,3766701.66
362577.5233,3766143.196
362602.9434,3766164.305
362189.1502,3766690.702
362258.707,3766796.246
362292.1086,3766734.19
363420.7566,3767322.711
363471.6313,3767289.419
362732.6199,3766624.558
362702.2958,3766658.965
362300.1187,3766775.541
362641.1019,3766569.76
362317.7398,3766706.875
362644.5967,3766538.928
362720.3553,3766658.235
362315.8063,3766767.501
361381.0864,3765924.633
362845.2926,3766861.69
361997.7248,3766202.929
362324.3073,3766369.605
361887.6737,3766077.574
362264.238,3766168.964
362793.4486,3766917.038
363063.3393,3767472.725
362258.6623,3766771.922
362475.8545,3766184.433
362603.6977,3767137.513
362658.9965,3767077.098
362180.3196,3766089.236
362634.5056,3767104.386
362658.0157,3767089.36
361961.3033,3766143.599
362247.5231,3766122.391
362737.5035,3766606.4
362879.5252,3766845.295
362686.039,3767116.945
363006.8754,3767442.873
362685.0585,3767051.985
362694.4478,3766549.659
362702.1332,3767011.979
361960.1644,3766168.315
362194.025,3766129.629
362833.5209,3766873.874
361878.0734,3766091.948
362802.2538,3766928.683
363053.8702,3767488.684
362521.3092,3766134.985
362803.782,3766942.43
362268.8138,3766757.183
362612.407,3767128.895
362468.1916,3766360.479
362507.6759,3766151.967
362673.3689,3766550.29
362590.6961,3767131.344
362762.1109,3766630.791
361918.2369,3766107.585
362254.8321,3766129.511
362006.4615,3766189.208
362747.1378,3766600.414
362199.7909,3766109.533
362189.7729,3766067.491
362724.9997,3767005.87
363069.5565,3767478.271
362659.2624,3767054.909
362319.8356,3766482.001
362250.4969,3766155.437
362004.8553,3766705.523
362703.6692,3766557.84
363039.0677,3767474.298
362501.177,3766186.313
361965.1279,3766172.818
362296.2711,3766169.631
363028.0723,3767437.386
362691.544,3767043.946
363071.4897,3767503.137
362714.5122,3766998.509
362492.9699,3766195.525
362181.5608,3766141.713
363077.0011,3767483.5
362735.7812,3766997.783
361929.8,3766076.038
362538.6174,3767186.309
363048.4067,3767481.315
362216.9503,3766817.338
361871.2257,3766115.65
362672.0491,3767043.161
362814.1235,3766916.743
361906.3995,3766117.13
362203.1583,3766080.268
362693.8976,3766568.985
362517.8743,3767225.72
362854.6085,3766871.947
361868.9946,3766080.48
363017.2506,3767453.914
362732.4108,3766585.645
362290.4764,3766162.693
362712.8976,3767022.138
362810.188,3766971.198
362796.985,3766958.999
361969.2961,3766176.463
362279.4414,3766153.035
362493.1978,3766164.935
362809.5544,3766898.676
362558.0773,3767184.136
361995.45,3766716.931
362648.8699,3767068.386
362874.4044,3766831.525
362224.7204,3766131.332
362579.5428,3767141.77
362675.7804,3767063.939
361927.5642,3766059.224
362771.3316,3766642.28
362826.0033,3766901.183
361928.8271,3766114.736
362237.1752,3766145.484
362510.6122,3766177.6
362203.1036,3766119.056
362231.2055,3766137.868
362744.3632,3766986.942
362720.4773,3766574.29
362219.3789,3766810.648
361940.1369,3766065.782
362482.9917,3766204.026
361940.6069,3766126.443
362505.6319,3767218.816
362711.1712,3766586.019
361866.56,3766057.907
362287.6666,3766190.682
362734.7039,3766977.853
362284.6028,3766155.67
361951.4652,3766160.096
362194.7684,3766072.858
362680.8665,3767034.303
362211.6958,3766090.284
361916.7986,3766125.745
362241.4957,3766115.638
362671.283,3767068.318
363053.075,3767464.78
362333.6927,3766362.494
362276.504,3766181.063
362176.8907,3766056.856
363027.0365,3767462.069
362199.562,3766144.872
362571.034,3767153.564
361970.4298,3766154.539
362802.969,3766903.501
362846.903,3766881.601
361948.8395,3766054.537
362702.5714,3767032.738
361994.8463,3766696.231
362569.4519,3767173.499
362682.3582,3767113.284
362814.6244,3766953.072
362860.9013,3766843.565
362694.6796,3767126.43
361999.9088,3766689.843
361955.6901,3766164.338
363061.7324,3767493.34
362289.5698,3766205.686
362233.8735,3766795.612
362518.3321,3767207.316
362683.2469,3766540.077
362323.2333,3766511.535
362173.4495,3766081.544
362837.7063,3766891.39
362722.7261,3766595.456
361929.5562,3766137.184
361907.5021,3766080.77
362558.8414,3767164.336
361877.6297,3766067.787
361869.4805,3766140.78
362520.5531,3766162.092
361680.5988,3765631.323
364257.5915,3767498.706
364394.9192,3767376.457
364636.4772,3766531.651
361550.0745,3765171.725
360979.9216,3765664.449
364454.5415,3767308.458
364683.1771,3767067.178
361022.1301,3765625.332
364105.2066,3766927.38
361244.5826,3765914.039
360945.1939,3765676.202
361293.1235,3766040.675
364683.5412,3767048.393
361330.9198,3766002.002
364192.544,3767566.081
361295.0905,3766013.668
361359.0176,3765971.664
364637.4411,3767097.303
361079.4269,3765734.046
364341.6152,3767407.9
361515.7198,3765276.054
364231.5028,3767543.45
364309.0778,3767462.127
361603.1998,3765712.829
361435.6031,3765182.291
364629.4847,3766536.905
360986.296,3765659.011
364332.4349,3767421.567
361248.3367,3765909.985
364082.3133,3766971.992
360999.3955,3765617.625
364117.2495,3766937.22
361490.0908,3765276.667
361338.5967,3765967.126
361015.8183,3765632.426
364219.4432,3767555.756
360955.4558,3765665.784
361325.3596,3766007.456
364341.3645,3767432.023
364693.9346,3767038.525
361428.8803,3765190.888
361627.9426,3765686.112
361442.018,3765152.256
361333.6351,3765975.009
364184.4329,3767577.166
364261.7186,3767510.219
364629.347,3767106.705
361075.3553,3765740.998
361055.6106,3765735.61
361363.8615,3765967.649
361085.2539,3765727.31
361343.3911,3765991.498
364311.661,3767441.995
361039.8113,3765600.894
364655.9226,3767077.771
360992.9475,3765652.751
361380.7419,3765950.034
361408.5579,3765183.648
361316.2999,3766017.319
364209.8673,3767564.239
364167.9179,3767436.583
364353.1359,3767416.591
361347.9127,3765958.657
360961.4615,3765656.13
361274.9985,3766036.075
364242.0407,3767514.732
361398.6666,3765222.083
364256.084,3767521.646
364301.7486,3767450.397
364439.6543,3767319.062
364276.7775,3767497.899
361485.4251,3765281.994
361416.7756,3765201.1
361001.6516,3765643.52
361433.2037,3765161.322
361457.2091,3765136.729
361314.6563,3765993.211
364381.5461,3767384.921
361372.9563,3765956.206
360954.7201,3765690.074
364387.6661,3767349.035
364092.6561,3766962.227
364192.3922,3767586.334
364695.2124,3767058.235
361357.8886,3765947.705
364361.3233,3767405.551
364249.348,3767505.235
361311.8386,3766022.188
361006.4949,3765610.747
361614.6271,3765702.076
364467.7383,3767297.108
364659.436,3767093.804
360969.571,3765677.665
361336.8669,3765995.853
364289.6626,3767463.151
360942.2948,3765703.504
364350.593,3767397.79
361304.9703,3766002.986
364633.4929,3767122.467
360986.396,3765628.099
361448.3306,3765169.965
364241.582,3767531.999
364371.065,3767397.454
364673.0413,3767061.263
361463.0723,3766217.99
361029.8275,3765615.077
361374.0201,3765930.998
363411.7891,3765752.817
365611.5497,3766066.296
365683.1908,3766108.591
364346.0042,3765317.165
365580.4315,3766128.051
364393.1001,3765346.789
364441.3741,3765352.856
365692.7973,3766112.827
364443.8339,3765378.087
365650.8123,3766112.491
365640.5676,3766105.894
365619.2357,3766068.668
365630.1537,3766073.192
365558.4981,3766057.592
364459.5857,3765363.611
363406.4447,3765758.045
364383.5706,3765316.797
364384.2183,3765341.549
363353.0282,3766790.164
363401.3669,3765763.368
365684.4912,3766131.464
365587.508,3766075.751
365694.0964,3766137.959
364346.4905,3765293.156
365664.5355,3766098.465
364433.3476,3765373.693
364451.5753,3765359.353
364365.1929,3765329.358
365675.8529,3766126.637
365579.5936,3766070.753
363382.9356,3766779.825
365561.4779,3766128.388
363360.9616,3766781.611
364355.125,3765298.557
364356.1929,3765323.825
365599.9723,3766058.97
365673.0369,3766102.471
363417.3648,3765746.948
365567.2886,3766063.703
363376.038,3766788.143
365657.8858,3766118.3
364401.4502,3765352.038
363366.0061,3766776.285
360580.2679,3766235.226
361412.7609,3766222.303
364370.7164,3765406.705
360621.5581,3766345.234
364381.1066,3765396.62
364443.0519,3765393.712
360675.5564,3766576.256
360630.643,3766580.851
364388.1035,3765402.875
360613.9365,3766319.283
363909.8585,3765903.874
360603.5316,3766327.911
363535.4422,3765777.48
363990.6251,3765988.155
360683.3846,3766586.334
364349.1814,3765433.206
360703.4997,3766657.738
364361.3713,3765419.128
364004.9865,3765992.035
360611.4925,3766356.971
364402.6101,3765378.05
363943.2245,3765964.566
364390.23,3765384.965
364412.5552,3765434.365
364377.6499,3765418.294
361486.6467,3766293.668
360567.2631,3766255.587
361428.8928,3766253.094
361950.413,3766727.581
361418.4037,3766237.492
361762.4378,3766551.936
360570.0051,3766259.659
361424.5225,3766257.654
361959.924,3766715.883
361418.1051,3766227.046
360569.1227,3766225.855
361785.4836,3766547.698
361469.1547,3766275.668
361407.1384,3766216.751
361472.4028,3766254.267
361936.4279,3766719.741
361449.7093,3766256.476
361545.6536,3766348.467
361403.382,3766256.223
361857.5798,3766615.16
361935.2425,3766690.955
361772.6687,3766561.136
360623.8807,3766278.709
360559.1507,3766213.427
361924.9167,3766708.504
361404.396,3766279.087
361402.0282,3766211.669
361463.9237,3766243.736
361839.1477,3766625.591
360613.3245,3766269.086
361732.5069,3766524.241
361920.8002,3766676.407
361809.8031,3766597.211
361398.1738,3766285.132
361513.885,3766341.318
361506.5488,3766309.35
360602.0964,3766258.349
361832.2999,3766593.89
361892.9197,3766674.605
361908.4818,3766692.439
361495.6961,3766302.578
361500.1764,3766354.96
361746.8794,3766538.411
361814.2596,3766576.188
360591.4547,3766247.584
361547.6145,3766324.292
362739.4408,3767474.555
361614.4947,3767669.883
361621.5563,3767657.529
361539.1003,3766688.379
361870.0973,3766673.595
361893.5551,3766800.095
361549.0322,3766718.497
361763.1942,3767141.028
361655.0156,3767708.118
362010.0956,3766759.48
361936.0007,3766782.41
361670.2744,3767722.694
361867.6924,3766679.185
361780.7647,3766591.514
361852.8464,3767198.588
361627.4271,3767662.314
361740.5143,3767139.24
361676.4156,3767708.572
361896.3022,3766796.602
361648.1272,3767701.869
361948.864,3766768.621
361745.8812,3767132.529
361913.3883,3766804.333
361636.0128,3767670.974
361636.86,3767691.04
361882.9707,3766812.743
361871.9789,3766671.68
361980.9842,3766757.64
361538.3382,3766707.335
361624.1531,3767679.177
361905.9253,3766788.154
363735.4917,3767518.15
362659.3406,3767515.279
362924.3297,3767869.431
361728.3148,3767134.997
361561.2318,3767685.737
362530.6832,3767250.035
361603.8279,3767666.716
362684.4917,3767469.829
361800.1167,3767251.459
362725.1265,3767461.593
362739.9199,3767449.319
361765.738,3767178.255
361824.4288,3767192.271
361586.869,3767682.552
361572.0362,3767673.655
361825.4549,3767225.053
361825.8324,3767209.817
361762.2553,3767156.902
362647.4525,3767525.892
362669.5108,3767504.943
362522.6628,3767242.941
362692.2656,3767459.965
361774.8346,3767280.175
361830.9494,3767249.988
362709.9246,3767460.342
362915.1004,3767857.588
361810.1505,3767271.205
361778.5805,3767184.131
361804.3676,3767247.602
361811.4993,3767183.659
362638.5226,3767516.961
361855.5434,3767229.788
361709.1018,3767200.265
362638.4595,3767537.599
362745.7098,3767456.231
362650.1512,3767505.665
361670.5647,3767594.334
361614.6253,3767628.23
362698.965,3767452.634
361786.0661,3767269.675
361605.6781,3767638.775
362489.7859,3767238.088
361626.3434,3767638.671
361800.1848,3767195.259
362679.0746,3767491.921
361843.5914,3767235.527
362643.3132,3767512.329
361716.8922,3767164.956
362627.6146,3767549.952
361810.6289,3767242.213
362762.5001,3767495.126
361718.9518,3767147.39
361789.8173,3767174.156
361570.374,3767697.842
362658.3795,3767494.221
361645.5141,3767597.721
362756.4444,3767465.293
362761.5127,3767472.165
361802.4082,3767280.911
361593.0492,3767651.801
362666.3637,3767485.527
361792.3602,3767262.689
361822.841,3767258.859
361619.5136,3767645.048
362557.4469,3767278.329
362538.6911,3767258.591
362628.1364,3767526.778
361813.6385,3767202.092
361837.2647,3767199.761
362523.0198,3767275.903
362729.804,3767466.233
362735.7177,3767445.745
362692.7421,3767478.246
361753.5482,3767169.357
361636.3252,3767607.484
361778.0531,3767166.338
362697.7718,3767435.991
362926.1442,3767844.848
362702.9936,3767440.64
362856.1412,3767838.761
362809.2689,3767793.863
361779.078,3767940.561
362313.6273,3768201.09
363800.4905,3767471.638
362873.7467,3767833.741
363475.796,3767791.598
363724.8045,3767550.399
361715.9688,3768005.355
363467.9493,3767801.247
363726.0732,3767527.052
362881.0971,3767841.696
363844.6608,3767580.176
363777.2242,3767471.661
362781.3389,3767747.568
363425.0717,3767846.054
363808.4407,3767441.333
362817.564,3767801.536
362801.881,3767786.532
363809.6318,3767461.849
362867.0279,3767827.801
363436.9054,3767835.363
362301.8903,3768198.282
361770.6596,3767947.932
363706.4997,3767549.891
363509.9771,3767757.282
361772.7271,3767965.561
362843.8517,3767805.803
362794.1566,3767778.203
363768.7285,3767482.695
363717.1929,3767536.62
361791.1555,3767928.096
363752.6825,3767520.765
362835.3208,3767818.931
361847.9939,3768024.995
362948.6626,3766203.498
363735.7994,3767537.734
362889.0794,3767849.163
361851.2494,3767898.162
363500.2685,3767767.662
362308.4681,3768191.54
363529.2471,3767757.943
363819.866,3767450.725
361738.3888,3767982.269
362878.5942,3767860.365
363766.8189,3767505.804
363404.5427,3767868.908
362785.7305,3767772.657
362840.8996,3767825.322
363743.8914,3767528.667
363758.212,3767494.577
363444.6291,3767823.904
361749.7406,3767970.259
362311.0152,3768186.917
363798.4241,3767451.978
363489.391,3767778.935
363748.4168,3767507.383
361707.6426,3768035.106
362864.2666,3767845.863
363715.28,3767561.96
362779.9725,3767766.032
363457.5236,3767812.749
363707.0169,3767570.64
363778.3443,3767494.283
362850.3718,3767813.476
361853.2814,3768039.094
362788.6515,3767753.842
363413.0008,3767857.63
361706.3688,3768016.051
362848.3849,3767831.938
363792.4215,3767106.554
363450.8706,3765890.244
363031.4297,3766128.018
363041.3303,3765967.316
363428.0418,3765888.395
363024.1692,3765958.795
362952.3162,3766062.749
363403.8173,3767886.942
362992.67,3766171.076
363232.517,3765611.496
363045.5261,3766142.669
363107.4004,3765693.88
362732.5512,3766003.796
362965.4542,3766021.222
362987.3148,3766204.226
363445.1514,3767842.474
363148.9019,3766536.277
363219.0243,3765631.499
363018.7023,3766171.776
363082.6788,3765924.2
362964.8247,3765961.566
363509.0446,3767777.132
363079.0385,3765901.547
362980.9457,3766179.662
362991.2169,3766021.235
363521.9192,3765889.857
363110.322,3765716.034
363113.8612,3766573.514
362962.3889,3765931.731
362602.3811,3766080.567
363213.9125,3765595.177
363461.1032,3765880.529
363194.8949,3766514.222
363540.713,3767395.93
363473.5497,3765844.995
362778.7355,3766045.51
363135.3747,3765662.449
363028.9941,3765994.072
363238.1471,3765616.358
362598.4395,3766086.709
362951.3073,3765922.094
363036.182,3766122.42
363527.9552,3767384.229
362943.5493,3766043.147
362742.2351,3766011.728
363445.651,3765894.842
363014.7805,3765969.461
363002.9304,3766159.419
363226.6571,3765639.606
362938.3009,3766192.41
363134.5915,3766551.059
363420.2586,3765893.767
363435.4134,3767855.22
363510.2241,3767427.892
363108.7037,3766607.803
362706.8951,3765979.404
363508.1709,3767406.18
363118.979,3766567.076
362754.5674,3766051.379
363011.2817,3766179.474
362970.1911,3766192.304
363476.9972,3765875.88
363168.7816,3766514.416
363022.8704,3766165.997
363181.756,3765641.813
363066.9045,3766118.269
363001.6684,3766189.511
363466.6446,3765874.226
362993.8521,3765961.939
363183.5164,3766528.347
363518.8682,3767768.51
362942.3059,3765912.648
363041.6904,3766007.719
362756.6196,3766026.293
362593.5971,3766091.774
363425.3022,3767866.485
363086.5195,3766097.462
362773.6852,3766041.238
362708.6956,3766001.707
363236.139,3765648.112
363452.6056,3765823.16
363477.7511,3767811.48
363079.477,3766066.81
363538.8203,3767375.035
363129.883,3766557.495
362970.8923,3765969.751
363451.2643,3765852.345
362587.2384,3766098.075
363128.9075,3766585.945
362980.7675,3765978.701
363071.1892,3766036.146
363030.845,3766159.171
363182.2624,3765613.138
363007.4837,3766184.578
363493.7759,3765864.101
363135.9839,3765692.893
363124.0624,3766562.362
363178.5065,3766533.885
362766.1765,3766034.897
363487.6452,3767800.555
