val,long_UTM11,lat_UTM11
"1",433421.2969000000,3775888.0649999999
"1",433194.9967000000,3775891.5809999998
"1",433564.4069000000,3775797.5600000001
"1",433609.9139000000,3773001.6290000002
"1",435180.0335000000,3776887.2179999999
"1",435423.9815000000,3775874.3990000002
"1",433989.7925000000,3774261.9750000001
"1",434610.2400000000,3774247.4279999998
"1",434820.8130000000,3774934.2400000002
"1",431745.7765000000,3774916.1020000000
"1",434899.9951000000,3776178.0669999998
"1",434598.6986000000,3777226.2540000002
"1",433410.4541000000,3771296.1170000001
"1",434875.0746000000,3774871.7250000001
"1",433499.4788000000,3775887.3620000002
"1",435624.7422000000,3775037.8300000001
"1",433498.9570000000,3776513.4660000000
"1",433550.6582000000,3774512.4720000001
"1",432753.9653000000,3772725.9380000001
"1",431742.1761000000,3774889.1000000001
"1",431740.6796000000,3774929.5180000002
"1",431737.7953000000,3774992.2549999999
"1",434888.1419000000,3774867.4300000002
"1",435565.1601000000,3777675.2390000001
"1",433254.7812000001,3771344.6409999998
"1",434225.5450000000,3774027.6170000001
"1",435196.1696000000,3776950.0049999999
"1",433491.7094000000,3776406.5010000002
"1",431458.3728000000,3775233.8429999999
"1",433438.9181000000,3776444.8410000000
"1",434581.9310000000,3774231.3580000000
"1",431572.3149000000,3775302.5320000001
"1",431572.2317000000,3775256.7969999998
"1",432795.7431000000,3775622.9470000002
"1",434696.3214000000,3772214.5389999999
"1",433540.6117000000,3772781.3399999999
"1",433623.2624000000,3774081.0000000000
"1",433556.0274000000,3771592.3960000002
"1",431572.6045000000,3775295.4160000002
"1",435535.3782000000,3777675.2850000001
"1",435574.1044000000,3774657.0159999998
"1",431737.4310000000,3774972.5290000001
"1",431756.7250000000,3774895.9700000002
"1",435462.1440000000,3778369.7409999999
"1",435645.8202000000,3775019.3939999999
"1",435396.8393000000,3775638.1770000001
"1",431394.7117000000,3775676.5350000001
"1",435927.1953000000,3777248.6779999998
"1",433181.2340000000,3775891.1540000001
"1",435601.5449000000,3776737.1189999999
"1",432751.9052000000,3775627.4440000001
"1",433042.1204000000,3772190.4070000001
"1",434705.5894000000,3772199.3040000000
"1",432784.3007000000,3772743.0099999998
"1",433561.6042000000,3776397.7239999999
"1",433626.1499000000,3773112.8550000000
"1",433895.8476000000,3776409.3560000001
"1",433438.0849000000,3776513.5320000001
"1",435164.1192000000,3775844.0550000002
"1",435152.3423000000,3775845.3999999999
"1",431752.2651000000,3774974.2270000000
"1",432744.2384000000,3772934.9279999998
"1",434807.0428000000,3774938.2400000002
"1",433573.3334000000,3773108.5830000001
"1",433171.6455000000,3771335.1730000000
"1",432440.0388000000,3774254.4649999999
"1",432453.3209000000,3774253.1320000002
"1",433107.3926000000,3772610.2820000001
"1",433107.3384000000,3772563.6340000001
"1",432963.8236000000,3772624.4029999999
"1",433232.4824000000,3773653.7190000000
"1",435377.1573000000,3775616.1020000000
"1",433424.2469000001,3776431.8890000000
"1",431832.0189000000,3774863.3509999998
"1",435551.5542000000,3775874.5279999999
"1",431846.0885000000,3774973.5550000002
"1",432388.4513000000,3774280.4770000000
"1",432736.0285000000,3775628.0880000000
"1",433435.8926000000,3775861.5079999999
"1",433251.8368000000,3775890.6970000002
"1",430867.4722000000,3775242.7089999998
"1",435565.8827000000,3777644.7549999999
"1",433445.2882000000,3772593.4500000002
"1",435435.8238000000,3775913.5400000000
"1",432229.3642000000,3775641.9240000001
"1",435567.9274000000,3778245.1129999999
"1",435596.6259000000,3776805.3010000000
"1",435917.2524000000,3777978.2870000000
"1",431756.6497000000,3774884.3040000000
"1",431571.9325000000,3775183.8580000000
"1",434311.4120000000,3774235.3229999999
"1",433163.9615000000,3773100.5940000000
"1",433460.7400000000,3772793.3180000000
"1",434930.0418000000,3776220.9860000000
"1",434598.4058000000,3777235.8730000001
"1",432398.5674000000,3774255.6869999999
"1",433247.9750000000,3773744.2480000001
"1",431300.2633000000,3775612.0800000001
"1",431480.5176000000,3775257.9700000002
"1",431845.2055000000,3774924.1630000002
"1",433870.0761000000,3771597.0120000001
"1",433041.2935000001,3774965.9320000000
"1",434497.5764000000,3777232.1730000000
"1",432051.3797000000,3773549.7059999998
"1",433620.0225000000,3773112.3750000000
"1",433689.2362000000,3773002.2719999999
"1",433628.0964000000,3774082.3849999998
"1",435441.8367000000,3778354.1910000001
"1",434598.5166000000,3777223.9380000001
"1",434226.2170000000,3773934.8939999999
"1",435409.4566000000,3775617.8489999999
"1",433131.3673000000,3773749.2140000002
"1",433038.2827000000,3772172.2689999999
"1",431556.6722000000,3775271.9870000002
"1",432698.4214000000,3775643.9589999998
"1",433022.4840000000,3772096.3840000001
"1",434888.3588000000,3774961.5269999998
"1",433689.4916000000,3773144.8190000001
"1",431299.4630000000,3775643.9739999999
"1",435566.7155000000,3778231.0480000000
"1",435568.6994000000,3777626.5449999999
"1",432727.8934000000,3772914.5389999999
"1",432726.1175000000,3772877.6850000001
"1",431554.5286000000,3775256.2209999999
"1",435193.5885000000,3776984.9720000001
"1",433434.4793000000,3772792.5600000001
"1",434813.9622000000,3776107.3300000001
"1",434911.7974000000,3774887.1299999999
"1",433447.9778000000,3772794.1209999998
"1",435193.2997000000,3776909.5240000002
"1",435337.7609000000,3774390.6970000002
"1",432790.7571000000,3775624.4509999999
"1",431504.5943000000,3775218.0279999999
"1",433549.1913000000,3774424.7850000001
"1",435425.6751000000,3774236.3070000000
"1",433600.1311000000,3771346.1110000000
"1",433450.1464000001,3776409.0759999999
"1",433531.2426000000,3774496.8040000000
"1",432706.1483000000,3775628.2360000000
"1",432720.4716000000,3775628.3180000000
"1",432303.9244000000,3775645.1340000001
"1",434887.8730000000,3774973.9849999999
"1",435565.9652000000,3777619.0809999998
"1",433577.5836000000,3774139.7270000000
"1",432802.9677000000,3772716.3780000000
"1",433605.3965000000,3773112.8780000000
"1",435917.2567000001,3777928.8169999998
"1",435596.8107000000,3776818.8270000000
"1",435545.6632000000,3777674.5469999998
"1",434861.1704000000,3776122.0449999999
"1",435468.9874000000,3775874.5669999998
"1",433529.0057000000,3776409.5850000000
"1",434926.2789000000,3774900.6239999998
"1",434598.6694000000,3777228.6800000002
"1",434225.1750000000,3773974.5950000002
"1",434225.9084000000,3774013.6060000001
"1",434226.0268000000,3774005.4460000000
"1",433998.2319000000,3776437.5410000002
"1",430952.1206000000,3775222.4980000001
"1",433124.5649000000,3773653.7310000001
"1",433642.3735000000,3774079.5159999998
"1",431488.1577000000,3775285.0880000000
"1",433549.2110000000,3774432.8089999999
"1",431556.5399000000,3775209.3410000000
"1",432239.9555000000,3775656.5419999999
"1",433907.7107000000,3776419.1159999999
"1",433474.7958000000,3772778.4290000000
"1",434666.7877000000,3772214.3130000001
"1",433507.8305000000,3776521.6250000000
"1",433903.3445000000,3774229.9019999998
"1",433472.1066000000,3771611.2349999999
"1",433564.3167000000,3775765.1590000000
"1",435917.5931000000,3777964.6800000002
"1",435475.4465000000,3775845.4619999998
"1",435179.6014000000,3776981.1609999998
"1",432157.2976000000,3774275.6069999998
"1",434334.2206000000,3774235.0200000000
"1",434896.6630000000,3774891.2719999999
"1",434941.0814000000,3776207.7710000002
"1",434841.4247000000,3774911.2549999999
"1",434580.7027000000,3777295.7450000001
"1",431519.8975000000,3775217.0550000002
"1",431432.1680000000,3775236.0669999998
"1",433228.8259000000,3775899.6310000001
"1",433523.2321000000,3775888.1839999999
"1",433469.5277000000,3775887.7919999999
"1",432816.1539000000,3775867.2239999999
"1",431558.5580000000,3775157.6299999999
"1",431572.6093000000,3775288.4580000001
"1",433710.2691000000,3773142.5800000001
"1",435597.7801000000,3776730.0200000000
"1",433506.1110000000,3771589.6490000002
"1",433900.1752000000,3776412.3560000001
"1",434904.2155000000,3776121.5580000002
"1",435521.6101000000,3775870.5819999999
"1",433562.8507000000,3776388.8029999998
"1",431758.5935000000,3774858.2810000000
"1",431845.3477000000,3774910.6680000001
"1",432732.1340000000,3772985.2310000001
"1",435450.4767000000,3774236.1050000000
"1",433024.8518000000,3774979.3700000001
"1",433242.5524000000,3773744.4350000001
"1",432992.7846000000,3772637.6779999998
"1",433472.8693000000,3771587.2480000001
"1",433576.3031000000,3774167.4410000001
"1",431484.9538000000,3775218.6549999998
"1",433547.8153000000,3774428.4739999999
"1",431833.6228000000,3774988.1460000002
"1",431329.6184000000,3775627.1719999998
"1",434890.5022000000,3774947.3810000001
"1",432339.2002000000,3775656.6090000002
"1",433977.6492000000,3776387.6110000000
"1",433864.4626000001,3776302.5419999999
"1",433577.5229000000,3773137.5830000001
"1",433697.4597000000,3773130.0499999998
"1",433483.5269000000,3771612.2390000001
"1",432746.9626000001,3772988.3350000000
"1",431316.9230000000,3775620.1590000000
"1",431316.6556000000,3775645.4520000000
"1",431844.6108000000,3774884.0290000001
"1",431843.9846000001,3774852.2790000001
"1",432352.8257000000,3774282.6499999999
"1",435021.5311000000,3777494.1099999999
"1",435625.6048000000,3774996.6860000002
"1",435041.4061000000,3777470.6930000000
"1",433543.7951000000,3775887.7940000002
"1",434873.4605000000,3774849.0419999999
"1",433043.1648000001,3772132.1960000000
"1",433048.8280000000,3772154.0660000001
"1",430856.9231000000,3775248.0159999998
"1",435917.2589000000,3778003.6140000001
"1",434848.0688000000,3776106.4750000001
"1",435194.9061000000,3776979.4589999998
"1",432701.6485000000,3772741.4830000000
"1",433146.4336000000,3773702.7930000001
"1",435567.0323000000,3777721.1009999998
"1",433027.0777000000,3774965.5340000000
"1",433482.1602000000,3776407.1490000002
"1",431298.8610000000,3775679.0340000000
"1",434625.8204000001,3774230.3139999998
"1",433694.9356000001,3773110.8920000000
"1",433656.5972000000,3773045.4670000002
"1",434875.1119000000,3774969.1880000001
"1",432940.4596000000,3775866.8610000000
"1",432291.1039000000,3775656.5310000000
"1",433059.9208000000,3772215.6009999998
"1",432959.1545000000,3772179.9929999998
"1",431741.3110000000,3774872.8429999999
"1",431285.0388000000,3775670.5170000000
"1",433190.3929000000,3773100.8289999999
"1",433155.0841000000,3773100.1860000002
"1",435567.0493000000,3777743.7850000001
"1",435026.2520000000,3777520.8169999998
"1",433100.8179000000,3772549.6099999999
"1",432496.8326000000,3775884.3859999999
"1",433057.1074000000,3774965.3679999998
"1",434832.6677000000,3774929.3190000001
"1",435030.4234000001,3777588.1349999998
"1",435627.9778000000,3775020.0240000002
"1",435020.6901000000,3777483.1379999998
"1",434874.9304000000,3774925.5890000002
"1",434687.8351000001,3772197.4470000002
"1",430867.8898000000,3775236.7740000002
"1",433375.3196000000,3771220.5180000002
"1",432228.1819000001,3775637.8240000000
"1",433723.5670000000,3773001.3969999999
"1",435565.7819000000,3777705.4580000001
"1",431556.5035000000,3775289.3810000001
"1",435443.3271000000,3775871.3089999999
"1",431743.3159000000,3774846.3410000000
"1",433915.2979000000,3774236.6110000000
"1",432742.0550000000,3772862.9330000002
"1",434256.4840000000,3774236.7170000002
"1",435429.7538000000,3778362.8879999998
"1",435252.6618000000,3776863.2769999998
"1",434946.8873000000,3774883.7930000001
"1",433636.0974000001,3773141.9410000001
"1",432429.2527000000,3774255.3040000000
"1",433589.0737000000,3774083.0200000000
"1",433409.2719000000,3771301.5920000002
"1",433724.3911000000,3774191.8909999998
"1",435888.2654000000,3777248.8029999998
"1",433494.5932000000,3771600.9890000001
"1",435233.8331000000,3775880.6150000002
"1",431844.8386000000,3774934.6340000001
"1",433980.6726000000,3776525.5240000002
"1",434874.3992000000,3774939.4739999999
"1",432793.0789000000,3775637.0510000000
"1",433578.2206000000,3773118.7710000002
"1",433727.4344000001,3776240.9720000001
"1",433727.4744000000,3776299.0699999998
"1",433445.0973000000,3772616.0669999998
"1",433167.6717000000,3773668.1290000002
"1",434774.6296000000,3775621.1749999998
"1",433068.9389000000,3774850.8509999998
"1",432233.4641000000,3775645.1830000002
"1",435524.5191000000,3775908.9559999998
"1",433886.2870000000,3776426.7810000000
"1",435621.1418000000,3774999.5410000002
"1",435916.9653000000,3777991.6379999998
"1",435448.4282000000,3775874.1779999998
"1",435559.3509000000,3775869.7059999998
"1",431752.3517000000,3774993.8220000002
"1",431744.9727000000,3774858.5079999999
"1",434637.0913000000,3774246.1760000000
"1",431372.4491000001,3775717.6200000001
"1",435896.5029000000,3778029.1439999999
"1",435896.8272000000,3778018.5380000002
"1",432452.7658000000,3775884.0600000001
"1",431756.4445000000,3774866.1630000002
"1",433743.9988000000,3776250.4010000001
"1",433743.0582000001,3776300.2050000001
"1",433445.5729000001,3772625.9399999999
"1",435587.8039000000,3774676.2900000000
"1",431755.4879000000,3774934.0099999998
"1",432727.8356000000,3772897.3900000001
"1",432763.9041000000,3775681.7560000001
"1",433622.8183000000,3771372.1469999999
"1",434598.9213000000,3777205.2089999998
"1",434598.4227000000,3777221.0490000001
"1",434598.4044000000,3777233.0120000001
"1",435940.3783000000,3777261.7910000002
"1",433024.6219000001,3772651.9720000001
"1",434226.1643000000,3774058.1979999999
"1",433872.2667000000,3776288.4410000001
"1",434746.5739000000,3772195.7540000002
"1",435248.8028000000,3776862.6310000001
"1",432693.0715000000,3775628.3509999998
"1",433743.0637000000,3776274.7719999999
"1",432892.2015000000,3775840.5669999998
"1",432683.3136000000,3772726.7140000002
"1",434837.7019000000,3774929.0720000002
"1",432975.1460000000,3772628.6669999999
"1",435200.9588000000,3775796.6250000000
"1",431350.4865000000,3775639.4509999999
"1",433472.0265000000,3775874.6630000002
"1",433870.4522000000,3771593.9449999998
"1",432402.8851000000,3774281.5279999999
"1",433026.2352000000,3772115.3360000001
"1",432663.9561000000,3775630.9900000002
"1",434873.2870000000,3774954.7089999998
"1",435221.9691000000,3776864.0090000001
"1",430952.5419000000,3775213.2859999998
"1",435567.4965000000,3777639.3890000000
"1",435566.0571000000,3777624.4279999998
"1",435922.9698000000,3777275.4240000001
"1",433153.4183000000,3773077.3250000002
"1",433631.0878000000,3774081.4780000001
"1",432042.9814000000,3775875.3969999999
"1",432077.6699000000,3775857.9240000001
"1",431833.2612000000,3774940.7209999999
"1",433441.4449000000,3772793.9339999999
"1",430951.2713000000,3775172.0669999998
"1",434598.7128000000,3777230.9539999999
"1",435529.2170000000,3775873.0559999999
"1",434225.5318000000,3773997.9649999999
"1",433252.9442000001,3773743.8520000000
"1",431832.2476000000,3774872.0120000001
"1",431572.5313000000,3775281.5279999999
"1",432915.9632000000,3775866.6060000001
"1",431305.5339000000,3775634.1839999999
"1",432051.0701000000,3773534.9109999998
"1",433559.2162000000,3772782.2200000002
"1",430952.4409000000,3775202.0310000000
"1",433526.8309000000,3771590.5580000002
"1",433229.2222000000,3775896.9860000000
"1",433628.1982000000,3773001.6390000000
"1",435567.7744000000,3777649.0129999998
"1",433557.2857000000,3776524.1250000000
"1",433445.4760000000,3772609.5940000000
"1",431753.0964000000,3774988.4029999999
"1",432115.9040000000,3775848.6970000002
"1",432746.0106000000,3772954.4600000000
"1",432763.7848000000,3775613.3650000002
"1",434877.9836000000,3776151.5929999999
"1",435628.2351000000,3775019.8950000000
"1",431832.6758000001,3774929.9230000000
"1",432248.2803000000,3775638.1519999998
"1",433730.6441000000,3776226.6220000000
"1",433494.1698000000,3774484.6430000002
"1",433520.2096000000,3772781.9660000000
"1",433449.6871000000,3772581.2730000000
"1",433672.1519000000,3773111.1919999998
"1",433615.2912000000,3773112.5010000002
"1",433892.6761000000,3776427.8709999998
"1",435609.6589000000,3775000.8709999998
"1",435588.0270000000,3774664.3960000002
"1",435243.8069000001,3775846.3920000000
"1",434893.0809000000,3774909.4640000002
"1",435418.2889000000,3778338.0189999999
"1",433622.0947000000,3771384.7030000002
"1",434849.0180000000,3774923.6250000000
"1",430953.1511000000,3775297.6660000002
"1",432481.3268000000,3774256.7510000002
"1",433403.9957000001,3771296.1630000002
"1",433725.6156000000,3774153.5310000000
"1",431844.5001000000,3774875.1030000001
"1",433549.3942000000,3774453.5600000001
"1",433857.1787000000,3771598.6469999999
"1",433032.1678000000,3772146.5449999999
"1",433208.1335000000,3775892.1770000001
"1",433035.9537000000,3772156.0989999999
"1",433710.7058000000,3773152.2149999999
"1",431832.3544000000,3774917.3739999998
"1",435194.1312000000,3776974.0540000000
"1",433657.7277000000,3773135.3250000002
"1",433581.2392000000,3771321.8590000002
"1",433119.9581000000,3773077.2110000001
"1",433229.1488000000,3775904.8530000001
"1",431424.4059000000,3775151.6809999999
"1",432998.9816000000,3774900.3900000001
"1",431844.9600000000,3774900.4219999998
"1",431833.4443000000,3774962.1990000000
"1",433549.0835000000,3774478.8210000000
"1",433052.2219000000,3772174.6820000000
"1",435218.3170000000,3776863.9479999999
"1",433915.2979000000,3774236.6110000000
"1",433726.9597000000,3776275.7370000002
"1",432622.5901000000,3773487.9539999999
"1",433445.7433000000,3772634.4060000000
"1",433164.5993000000,3773653.7319999998
"1",433686.8689000000,3774081.9150000000
"1",433452.5345000000,3771587.3229999999
"1",433136.4702000000,3773077.1060000001
"1",431741.6092000000,3774894.8739999998
"1",433915.2979000000,3774236.6110000000
"1",433484.5252000000,3774483.8270000000
"1",432093.4400000000,3775863.0150000001
"1",433486.4210000000,3774494.9800000000
"1",434895.1582000000,3776162.7280000001
"1",434921.5608000000,3776200.0920000002
"1",435566.7970000000,3777678.6450000000
"1",433577.1731000000,3774153.4649999999
"1",434713.2130000000,3772209.0759999999
"1",433461.8234000000,3775861.1600000001
"1",431573.8513000000,3775236.1639999999
"1",431753.0767000000,3774950.0240000002
"1",433657.4111000001,3773129.6579999998
"1",434881.2546000000,3776216.5410000002
"1",432985.1064000000,3774849.3410000000
"1",431482.8325000000,3775270.6469999999
"1",433881.8279000000,3774285.5170000000
"1",433636.2643000000,3773068.9470000002
"1",433656.2974000000,3773076.2779999999
"1",432982.2278000000,3774925.7209999999
"1",434875.1523000000,3774890.9819999998
"1",432267.9567000000,3775640.0630000001
"1",431572.3379000000,3775228.2409999999
"1",433485.7554000000,3772778.4109999998
"1",433720.5938000000,3773110.0510000000
"1",435520.1545000000,3775876.1899999999
"1",435454.3713000000,3775911.0780000002
"1",435601.2868000000,3776834.2179999999
"1",432092.7713000000,3775852.1239999998
"1",434940.0379000000,3776102.0940000000
"1",434911.7585000000,3776192.1740000001
"1",431347.2505000000,3775716.7930000001
"1",435567.0152000000,3777736.1050000000
"1",432417.1907000000,3774254.4150000000
"1",435363.5576000000,3775615.3360000001
"1",435617.8470000000,3775020.8149999999
"1",435228.8365000000,3776863.6480000000
"1",433549.9417000000,3774532.5090000001
"1",433577.6743000000,3774202.3289999999
"1",432700.9745000000,3772711.6760000000
"1",433420.5856000000,3771587.6869999999
"1",433915.2979000000,3774236.6110000000
"1",433915.2979000000,3774236.6110000000
"1",432732.4491000001,3772991.8960000002
"1",434940.4287000000,3774898.1480000000
"1",433996.5199000000,3776451.1710000001
"1",431346.3823000000,3775635.6390000000
"1",433549.5789000000,3774457.5109999999
"1",433656.2793000000,3773061.9040000001
"1",432926.4773000001,3775866.6910000001
"1",431556.9519000000,3775300.3300000001
"1",434875.9909000000,3774981.6110000000
"1",433056.6427000001,3772194.3990000002
"1",432306.3123000000,3775657.8720000000
"1",432727.3729000000,3775641.6290000002
"1",433592.6805000000,3773120.6779999998
"1",433446.5092000000,3772621.3520000000
"1",433229.3896000000,3775908.8990000002
"1",433421.4414000000,3776513.7760000001
"1",433663.7647000000,3773000.8319999999
"1",433542.0645000000,3776409.6839999999
"1",433903.5757000000,3774236.5559999999
"1",432362.8593000000,3774255.3840000001
"1",433621.8154000000,3771360.7349999999
"1",433454.4326000000,3772793.3210000000
"1",434802.3877000000,3774922.6299999999
"1",434196.4729000000,3773969.8169999998
"1",433092.4960000000,3772548.2459999998
"1",431555.4268000000,3775193.2330000000
"1",431459.2349000000,3775216.7859999998
"1",433998.8693000000,3774233.1579999998
"1",433550.1510000000,3774522.9479999999
"1",433482.1426000000,3771587.3319999999
"1",435921.0388000000,3777297.8969999999
"1",435587.8203000000,3774688.1400000001
"1",433628.8509000000,3774083.4369999999
"1",435493.5529000000,3775874.1790000000
"1",433929.1238000000,3774296.7749999999
"1",433467.0536000000,3772793.5090000001
"1",434598.6685000001,3777200.6850000001
"1",431844.8351000001,3774941.8110000002
"1",431846.4354000000,3774955.7689999999
"1",431844.6995000000,3774889.9169999999
"1",435625.6292000000,3775005.6600000001
"1",435021.9133000000,3777504.0660000001
"1",433549.7323000000,3774436.1020000000
"1",433046.1726000000,3772215.3810000001
"1",433455.8961000000,3775888.9550000001
"1",432803.9907000000,3775638.5580000002
"1",431752.3034000000,3774978.2439999999
"1",433868.5684000000,3771599.2519999999
"1",432761.5068000000,3772739.4210000001
"1",433619.9779000000,3773001.5299999998
"1",433443.9280000000,3776529.9980000001
"1",433596.1300000000,3773001.4060000000
"1",433675.2076000000,3773001.3580000000
"1",432774.8129000000,3772725.9739999999
"1",431756.6996000000,3774873.3659999999
"1",435574.2469000001,3774675.1490000002
"1",433915.2979000000,3774236.6110000000
"1",434889.3813000000,3776203.5040000002
"1",431337.0872000000,3775715.5249999999
"1",433563.4552000001,3776509.7680000002
"1",434598.2216000000,3777261.1200000001
"1",434225.3055000000,3773990.6519999998
"1",432977.1770000001,3772644.4369999999
"1",433875.5538000000,3776336.2969999998
"1",432381.5162000000,3774254.9440000001
"1",433187.6902000000,3773654.0129999998
"1",433217.0680000001,3773653.6839999999
"1",435027.3526000000,3777503.9240000001
"1",433694.7821000000,3773144.1590000000
"1",433915.2979000000,3774236.6110000000
"1",433576.5835000000,3774184.9860000000
"1",433539.8557000000,3776509.6179999998
"1",433484.1955000000,3776393.7100000000
"1",432115.1379000000,3775865.2459999998
"1",434922.2680000000,3774884.7749999999
"1",435921.6012000000,3778031.9950000001
"1",434225.7832000000,3774020.7680000002
"1",433840.8099000000,3776308.0019999999
"1",431533.3061000000,3775218.0920000002
"1",433743.1170000001,3776284.9700000002
"1",433508.7033000000,3772779.0279999999
"1",435606.6103000000,3776722.9300000002
"1",433776.1440000000,3771598.9040000001
"1",435589.2939000000,3774640.5929999999
"1",432350.9757000000,3774257.8640000001
"1",434862.3923000000,3776106.7160000000
"1",435437.7840000000,3775875.2700000000
"1",434305.8785000000,3774269.8569999998
"1",432725.3412000000,3772835.5570000000
"1",431738.9145000000,3774937.9520000000
"1",434853.3337000000,3774906.1800000002
"1",435905.2835000000,3778040.4120000000
"1",433014.2105000000,3774962.8319999999
"1",435199.2309000000,3775793.4530000002
"1",431464.6866000000,3775218.0850000000
"1",433657.1890000000,3773040.4169999999
"1",435474.2704000000,3775877.0630000001
"1",431465.7452000000,3775241.8859999999
"1",435465.6228000000,3775877.4939999999
"1",435373.1314000000,3775623.2069999999
"1",431555.6675000000,3775175.5880000000
"1",431555.9585000000,3775244.8390000002
"1",433686.1903000000,3773110.8969999999
"1",432219.3228000000,3775630.6570000001
"1",432768.6760000000,3772739.5669999998
"1",433533.4482000000,3771615.6970000002
"1",433568.5723000000,3771593.2560000001
"1",433543.8788000000,3771591.4759999998
"1",433609.6906000000,3773112.7009999999
"1",435559.0721000000,3777674.8769999999
"1",432048.8076000000,3775875.0690000001
"1",435495.3647000000,3775845.1770000001
"1",433445.4349000000,3772598.5520000001
"1",432741.8324000000,3772879.5729999999
"1",431308.8898000000,3775615.0540000000
"1",434309.3130000000,3774253.1099999999
"1",434830.0711000000,3774913.9520000000
"1",435027.2849000001,3777510.1540000001
"1",433073.0007000000,3774965.6099999999
"1",431395.5698000000,3775658.8739999998
"1",433080.0935000000,3774979.9109999998
"1",433249.0344000000,3773667.1919999998
"1",431844.9946000000,3774962.5830000001
"1",432902.6832000001,3775866.6430000002
"1",432281.7106000000,3775641.7620000001
"1",432831.3557000000,3775861.5710000000
"1",433634.3788000000,3774082.5010000002
"1",433147.7749000000,3773712.4219999998
"1",433106.1571000000,3772590.8739999998
"1",433915.2979000000,3774236.6110000000
"1",432732.9494000000,3772998.6570000001
"1",430855.2348000000,3775180.0910000000
"1",431381.4775000000,3775719.7059999998
"1",433998.8372000000,3776502.8520000000
"1",435539.3779000000,3775874.1099999999
"1",434225.4556000000,3773948.7149999999
"1",435416.9356000001,3775874.3909999998
"1",434796.8933000000,3775618.5819999999
"1",433998.2215000000,3776511.0529999998
"1",433997.5945000000,3776470.2760000001
"1",435402.7241000000,3775635.0279999999
"1",432685.0539000000,3775644.6889999998
"1",433577.2705000000,3774088.7590000001
"1",433824.5918000000,3771598.8080000002
"1",432891.3505000000,3775866.8659999999
"1",435419.7010000000,3775844.6150000002
"1",433909.7543000000,3774296.8550000000
"1",431357.3552000000,3775717.4700000002
"1",433034.9717000000,3772546.5770000000
"1",433254.9798000000,3773757.7579999999
"1",435245.7722000000,3776863.0910000000
"1",435022.4752000000,3777514.6630000002
"1",433689.9592000000,3773129.9730000002
"1",432052.1119000000,3773571.9320000000
"1",433915.2979000000,3774236.6110000000
"1",433445.5440000000,3772604.8530000001
"1",435603.2050000000,3776711.5389999999
"1",433083.0307000000,3774849.3399999999
"1",433463.3109000000,3772626.8709999998
"1",435509.6967000000,3775909.8999999999
"1",433552.5150000000,3776518.4619999998
"1",431743.0707000000,3774920.8259999999
"1",434599.0434000000,3777218.8080000002
"1",431444.7201000000,3775234.7429999998
"1",433656.4704000000,3773056.2840000000
"1",434194.0301000000,3773954.2039999999
"1",431833.1421000000,3774976.5159999998
"1",433549.8386000000,3774448.5660000001
"1",432272.5807000000,3775654.6549999998
"1",432828.1552000000,3775867.6390000000
"1",431573.4680000000,3775241.7319999998
"1",433036.0545000001,3772094.9399999999
"1",433543.5950000000,3776516.7820000001
"1",433497.1195000000,3772778.1860000002
"1",435566.6042000000,3777651.8210000000
"1",435565.8811000000,3777631.0510000000
"1",433445.5115000000,3772570.1960000000
"1",433394.0477000000,3771220.1639999999
"1",431757.6007000000,3774916.2740000002
"1",432116.1040000000,3775839.3360000001
"1",434942.8196000000,3776224.4330000002
